record_id,parent_department,organisation,unit,reporting_senior_post,grade,payscale_minimum,payscale_maximum,generic_job_title,fte_posts,professional/occupational_group,office_region
156,Department for Education,Department for Education,Strategic Policy Directorate (SPD),DFE-2517,EO - London,35438,35438,Executive Officer - Strategic Policy Directorate (SPD) - Directorate Support Team EO-London,3.55,Other,London
157,Department for Education,Department for Education,International Strategy & Partnerships,DFE-2432,Senior Executive Officer - London,46971,51973,Senior Executive Officer - International Evidence and Trade SEO-London,2.0,Other,London
158,Department for Education,Department for Education,Counter Extremism and Non-School Education,DFE-2398,Grade 6 - National,70854,78241,Manager - Counter Extremism and Non-School Education Grade 6-Yorkshire and The Humber,1.0,Other,Yorkshire and The Humber
159,Department for Education,Department for Education,Regions Group: London,DFE-2204,Grade 7 - London,62336,72057,Manager - Regions Group: London Grade 7-London,14.01,Other,London
160,Department for Education,Department for Education,Regions Group: North West,DFE-2514,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Regions Group: North West SEO-North West,10.13,Other,North West
161,Department for Education,Department for Education,Education Estates Private Finance,DFE-2211,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Education Estates Private Finance SEO-Unknown,2.0,Other,Unknown
162,Department for Education,Department for Education,CSC Strategy and System,DFE-2401,Grade 6 - National,70854,78241,Manager - CSC Strategy and System Grade 6-North East,0.6,Other,North East
163,Department for Education,Department for Education,Regions Group: North East,DFE-2409,Grade 7 - National,58185,67219,Manager - Regions Group: North East Grade 7-North East,5.75,Other,North East
164,Department for Education,Department for Education,CSC Looked After Children Placements,DFE-2582,Senior Executive Officer - National,42806,47047,Senior Executive Officer - CSC Looked After Children Placements SEO-North West,2.0,Other,North West
165,Department for Education,Department for Education,Specialist Sector Reform,DFE-2353,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Specialist Sector Reform SEO-West Midlands,0.54,Other,West Midlands
166,Department for Education,Department for Education,Ministerial and Public Communications Division,DFE-2249,EO - National,31479,31479,Executive Officer - Ministerial and Public Communications Division EO-North West,6.53,Other,North West
167,Department for Education,Department for Education,CSC Serious Incidents and National Safeguarding Panel,DFE-2299,Grade 6 - London,74528,82869,Manager - CSC Serious Incidents and National Safeguarding Panel Grade 6-London,1.2,Other,London
168,Department for Education,Department for Education,CSC Child Protection and Safeguarding,DFE-2337,Senior Executive Officer - National,42806,47047,Senior Executive Officer - CSC Child Protection and Safeguarding SEO-North West,2.0,Other,North West
169,Department for Education,Department for Education,FE Provider Infrastructure,DFE-2387,Grade 7 - London,62336,72057,Manager - FE Provider Infrastructure Grade 7-London,2.6,Other,London
170,Department for Education,Department for Education,Life Skills,DFE-2456,Grade 6 - London,74528,82869,Manager - Life Skills Grade 6-London,2.0,Other,London
171,Department for Education,Department for Education,FE Workforce,DFE-2668,Grade 7 - National,58185,67219,Manager - FE Workforce Grade 7-West Midlands,1.91,Other,West Midlands
172,Department for Education,Standard and Testing Agency,"Standards, Testing and Regulation Directorate",DFE-2135,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Assessment Operations and Services SEO-West Midlands,4.56,Other,West Midlands
173,Department for Education,Department for Education,Schools Digital,DFE-2504,Grade 6 - London,74528,82869,Manager - Schools Digital Grade 6-London,5.0,Other,London
174,Department for Education,Standard and Testing Agency,Assessment Research and Development,DFE-2535,Senior Executive Officer - London,46971,51973,Senior Executive Officer - Assessment Research and Development SEO-London,8.99,Other,London
175,Department for Education,Department for Education,Rapid Response Co-ordination,DFE-2382,Grade 7 - National,58185,67219,Manager - Rapid Response Co-ordination Grade 7-West Midlands,4.0,Other,West Midlands
176,Department for Education,Department for Education,Schools and Funding Analysis,DFE-2567,SEO (Statistical Officer) - London,52799,58810,Senior Executive Officer - Schools and Funding Analysis SEO-London,10.8,Other,London
177,Department for Education,Standard and Testing Agency,"Standards, Testing and Regulation Directorate",DFE-2135,Grade 7 - National,58185,67219,Manager - Assessment Operations and Services Grade 7-West Midlands,5.74,Other,West Midlands
178,Department for Education,Department for Education,"HR Business Partners, Workforce Skills and Strategy",DFE-2681,Grade 7 - London,62336,72057,"Manager - HR Business Partners, Workforce Skills and Strategy Grade 7-London",3.0,Other,London
179,Department for Education,Department for Education,Careers,DFE-2653,Grade 7 - National,58185,67219,Manager - Careers Grade 7-West Midlands,4.67,Other,West Midlands
180,Department for Education,Department for Education,London & South East Place Based Team,DFE-2489,Grade 7 - London,62336,72057,Manager - London & South East Place Based Team Grade 7-London,4.0,Other,London
181,Department for Education,Department for Education,Enterprise Data for Insight,DFE-2392,Grade 7 - London,62336,72057,Manager - Enterprise Data for Insight Grade 7-London,6.0,Other,London
182,Department for Education,Standard and Testing Agency,Assessment Research and Development,DFE-2535,Grade 7 - National,58185,67219,Manager - Assessment Research and Development Grade 7-West Midlands,4.0,Other,West Midlands
183,Department for Education,Standard and Testing Agency,"Standards, Testing and Regulation Directorate",DFE-2135,Grade 6 - National,70854,78241,Manager - Assessment Operations and Services Grade 6-West Midlands,1.79,Other,West Midlands
184,Department for Education,Standard and Testing Agency,STA Assessment DDaT,DFE-2607,Grade 6 - National,70854,78241,Manager - STA Assessment DDaT Grade 6-West Midlands,1.0,Other,West Midlands
185,Department for Education,Teaching Regulation Agency,Teaching Regulation Agency,DFE-2215,Grade 7 - National,58185,67219,Manager - Teaching Regulation Agency Grade 7-West Midlands,4.81,Other,West Midlands
186,Department for Education,Standard and Testing Agency,Assessment Research and Development,DFE-2535,Grade 6 - London,74528,82869,Manager - Assessment Research and Development Grade 6-London,3.0,Other,London
187,Department for Education,Standard and Testing Agency,Assessment Research and Development,DFE-2535,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Assessment Research and Development SEO-West Midlands,8.6,Other,West Midlands
188,Department for Education,Department for Education,"Construction Grants, Assurance and Response",DFE-2344,HEO - National,36000,38229,"Higher Executive Officer - Construction Grants, Assurance and Response HEO-West Midlands",3.0,Other,West Midlands
189,Department for Education,Department for Education,"FE Support, Improvement and Provider Engagement",DFE-2394,Senior Executive Officer - National,42806,47047,"Senior Executive Officer - FE Support, Improvement and Provider Engagement SEO-West Midlands",4.0,Other,West Midlands
190,Department for Education,Department for Education,T - Level Policy,DFE-2542,Grade 6 - National,70854,78241,Manager - T - Level Policy​ Grade 6-West Midlands,1.0,Other,West Midlands
191,Department for Education,Department for Education,Infrastructure & Platforms,DFE-2281,Grade 7 - National,58185,67219,Manager - Infrastructure & Platforms Grade 7-West Midlands,10.8,Other,West Midlands
192,Department for Education,Department for Education,Higher Education Quality and Regulation,DFE-2649,Grade 6 - London,74528,82869,Manager - Higher Education Quality and Regulation Grade 6-London,3.0,Other,London
193,Department for Education,Department for Education,Insight and Statistics,DFE-2400,Grade 7 - National,58185,67219,Manager - Insight and Statistics Grade 7-Yorkshire and The Humber,8.66,Other,Yorkshire and The Humber
194,Department for Education,Department for Education,Insight and Statistics,DFE-2400,HEO (Higher Statistical Officer) - National,40044,42778,Higher Executive Officer - Insight and Statistics HEO-North East,3.0,Other,North East
195,Department for Education,Department for Education,Supporting and Rewarding Teachers and Leaders,DFE-2637,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Supporting and Rewarding Teachers and Leaders SEO-East Midlands,2.78,Other,East Midlands
196,Department for Education,Department for Education,Supporting and Rewarding Teachers and Leaders,DFE-2637,Grade 7 - National,58185,67219,Manager - Supporting and Rewarding Teachers and Leaders Grade 7-East Midlands,1.81,Other,East Midlands
197,Department for Education,Department for Education,Schools Regulation and Quality,DFE-2212,Senior Executive Officer - London,46971,51973,Senior Executive Officer - Schools Regulation and Quality SEO-London,4.0,Other,London
198,Department for Education,Department for Education,Technology Operations,DFE-2461,Grade 7 - National,58185,67219,Manager - Technology Operations Grade 7-West Midlands,8.0,Other,West Midlands
199,Department for Education,Department for Education,Cyber and Information Security (CISO),DFE-2485,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Cyber and Information Security (CISO) SEO-West Midlands,2.0,Other,West Midlands
200,Department for Education,Department for Education,"CSC Outcomes, Care Leavers and Capital",DFE-2347,Grade 6 - London,74528,82869,"Manager - CSC Outcomes, Care Leavers and Capital Grade 6-Unknown",1.0,Other,Unknown
201,Department for Education,Department for Education,"Early Years Quality, Recovery and Welfare",DFE-2240,Grade 6 - National,70854,78241,"Manager - Early Years Quality, Recovery and Welfare Grade 6-Yorkshire and The Humber",2.19,Other,Yorkshire and The Humber
202,Department for Education,Department for Education,Teaching Workforce Teaching Analysis,DFE-2183,Grade 7 - National,58185,67219,Manager - Teaching Workforce Teaching Analysis Grade 7-North East,1.0,Other,North East
